,index,mol_id,smiles,A,B,C,mu,alpha,homo,lumo,gap,r2,zpve,u0,u298,h298,g298,cv
9647,5740,gdb_5741,c1cc(n2c1CC2)O,3.83626,2.18069,1.41977,0.8806,68.84,-0.1755,0.0612,0.2367,839.2757,0.12059,-362.657494,-362.650607,-362.649663,-362.688691,25.93
9648,23678,gdb_23679,c1cnc(nc1O)F,3.94616,1.99133,1.32347,2.5468,54.52,-0.2693,-0.0392,0.2301,808.5883,0.074216,-438.759329,-438.753602,-438.752658,-438.78931,21.676
9649,96854,gdb_96855,CN=C1OC(C)C11CC1,2.3748,1.39328,0.99691,2.365,83.7,-0.2392,0.0319,0.2711,1269.8399,0.169581,-403.139242,-403.129761,-403.128816,-403.173722,34.521
9650,15326,gdb_15327,CC#CC1OC1C#C,3.25123,1.30277,0.98956,2.1408,72.96,-0.2459,0.0094,0.2552,1162.1806,0.103668,-345.316772,-345.308049,-345.307105,-345.352048,29.841
9651,809,gdb_810,CC1CCC1=NO,4.42854,2.04144,1.49562,0.8203,64.68,-0.24,0.0099,0.2499,827.5468,0.135736,-325.729906,-325.722384,-325.72144,-325.76154,27.399
9652,48494,gdb_48495,C1COC(O1)(C=O)C=O,2.51586,1.55026,1.25903,3.3499,61.49,-0.246,-0.0586,0.1875,1019.0016,0.109849,-494.898081,-494.889284,-494.88834,-494.933209,29.556
9653,95067,gdb_95068,CC1COC2CC(C2)O1,2.79326,1.56936,1.24123,0.3922,78.18,-0.2382,0.0774,0.3156,1088.9522,0.183994,-424.208385,-424.200526,-424.199582,-424.240198,32.158
9654,22813,gdb_22814,CC1C=CCCC1=NO,2.25272,1.45599,1.0251,0.649,84.22,-0.2381,0.0144,0.2525,1221.5689,0.171494,-403.131187,-403.122325,-403.121381,-403.16467,34.063
9655,88560,gdb_88561,CN1CC1C12CCC1O2,3.56708,1.23814,1.07298,1.3673,79.88,-0.2183,0.0728,0.2911,1189.7251,0.170426,-403.073829,-403.065376,-403.064432,-403.106966,32.51
9656,1615,gdb_1616,CC(C)C(N)C#N,3.94656,1.83105,1.59806,2.8133,64.35,-0.2685,0.0274,0.296,848.8007,0.148083,-305.91553,-305.907073,-305.906129,-305.94784,30.342
9657,14104,gdb_14105,CN1CC11CCC1O,3.01349,1.83838,1.55056,2.7418,72.05,-0.2385,0.0805,0.319,925.5198,0.165235,-365.018986,-365.01098,-365.010036,-365.051045,30.845
9658,76004,gdb_76005,CC1(C#N)C(O)C1C#C,2.75047,1.18109,1.07991,4.2982,77.57,-0.2669,-0.0025,0.2645,1167.7636,0.121324,-400.714083,-400.70454,-400.703596,-400.748224,34.586
9659,72290,gdb_72291,OC12CC3OCOC1C23,3.19099,1.64158,1.36528,1.4027,66.37,-0.2303,0.0735,0.3037,950.7629,0.137506,-458.913248,-458.906169,-458.905224,-458.944446,28.563
9660,82829,gdb_82830,OC1C2OC3CC1(O)C23,2.40035,2.01428,1.5388,1.0352,66.36,-0.2412,0.061,0.3022,904.9514,0.13609,-458.908209,-458.900893,-458.899948,-458.939554,29.595
9661,48360,gdb_48361,O=CC1(CC1)C1CCO1,3.37016,1.1624,0.99712,2.7801,75.87,-0.2476,-0.0255,0.2222,1221.2262,0.158248,-423.004359,-422.995539,-422.994595,-423.038656,31.978
9662,23981,gdb_23982,c1c(nc(o1)C#N)C#N,6.28036,0.95263,0.82716,3.659,69.1,-0.2971,-0.0931,0.204,1225.7175,0.055568,-430.508904,-430.50202,-430.501076,-430.540729,24.125
9663,103319,gdb_103320,COC1(C)C2NC1C2=O,3.15632,1.42795,1.12999,1.7377,73.41,-0.2425,-0.0016,0.2409,1093.3515,0.145905,-439.009618,-439.000947,-439.000003,-439.043129,32.621
9664,114167,gdb_114168,CCC1CC2(CC12)C=O,3.72848,0.94096,0.82318,3.2798,85.53,-0.2424,-0.016,0.2264,1452.695,0.181704,-387.084408,-387.075251,-387.074306,-387.118517,34.323
9665,65482,gdb_65483,CC1(CC2(CC2)O1)C#N,3.15377,1.21981,1.03791,4.1958,77.03,-0.2514,0.0106,0.262,1198.7751,0.145886,-401.933068,-401.924333,-401.923388,-401.966727,32.998
9666,51398,gdb_51399,N=COC1C2OC1C2=O,5.83929,0.88464,0.85582,3.1124,65.65,-0.2686,-0.0332,0.2353,1300.3971,0.098809,-473.737095,-473.729196,-473.728251,-473.770868,27.944
9667,91665,gdb_91666,OC1CC2OC1C21CC1,2.518,1.7457,1.37212,1.8125,74.68,-0.2419,0.0683,0.3102,1006.6451,0.159938,-422.977219,-422.969507,-422.968562,-423.009055,31.042
9668,107153,gdb_107154,COC12CC1C1(CO1)C2,4.40061,1.04277,0.97568,1.5809,76.71,-0.2506,0.0835,0.3341,1264.7734,0.157588,-422.958733,-422.950175,-422.949231,-422.992089,32.431
9669,105153,gdb_105154,OCC1(OC1C#N)C#N,2.56791,1.23303,0.96531,1.0763,64.7,-0.3091,-0.0474,0.2617,1169.3195,0.087364,-452.724364,-452.715634,-452.71469,-452.758425,30.182
9670,116978,gdb_116979,COCC#CCOC=N,3.64666,0.55087,0.49738,3.773,81.01,-0.2609,0.0135,0.2744,2186.3802,0.14462,-439.026917,-439.016285,-439.015341,-439.065413,34.845
9671,72631,gdb_72632,OC12CCC1(O)C2C#C,2.59237,1.5202,1.21203,1.4899,76.32,-0.216,0.026,0.2421,1065.2826,0.133111,-421.756186,-421.74729,-421.746346,-421.789149,34.29
9672,116941,gdb_116942,CCCC#CCC(=O)C,4.07444,0.5547,0.50461,3.0817,89.18,-0.2349,-0.0124,0.2226,2204.6675,0.178759,-387.096115,-387.084791,-387.083847,-387.135414,38.549
9673,111701,gdb_111702,CCC1C2COC12C#C,2.14763,1.45045,1.04935,1.8002,83.86,-0.2284,0.0159,0.2444,1224.4218,0.157385,-385.815116,-385.806077,-385.805133,-385.849095,34.051
9674,102610,gdb_102611,CCC(CC)CC(=O)C,1.86467,1.00324,0.74816,2.4372,89.8,-0.2417,-0.0076,0.2341,1686.1776,0.225378,-389.528918,-389.51703,-389.516086,-389.567416,41.821
9675,114242,gdb_114243,COC1CC2(CC2C)C1,3.89098,0.84725,0.78729,0.9762,87.82,-0.241,0.0842,0.3252,1577.1991,0.204226,-388.26086,-388.250989,-388.250045,-388.295897,36.887
9676,62553,gdb_62554,CC1(C)C2(C)CCC12C,1.76195,1.55535,1.55107,0.2538,93.59,-0.2303,0.0817,0.312,1181.1504,0.22712,-352.345265,-352.334817,-352.333872,-352.379432,40.461
9677,66170,gdb_66171,CC1(COC=O)CCO1,3.06027,1.04441,0.94831,5.386,72.61,-0.2581,0.0138,0.272,1305.4253,0.157224,-460.170384,-460.160964,-460.16002,-460.20553,33.442
9678,30193,gdb_30194,CC1CC2=NC(N)=CN12,4.73808,1.12421,0.94617,2.7827,80.99,-0.1788,0.0359,0.2146,1247.9259,0.149488,-398.138312,-398.130063,-398.129118,-398.171011,31.54
9679,92036,gdb_92037,OC1CC2OC2C2OC12,2.92384,1.62613,1.23249,2.0926,66.26,-0.2616,0.0545,0.3161,1001.9548,0.136942,-458.924254,-458.916981,-458.916037,-458.955857,28.887
9680,26234,gdb_26235,CC(O)C1=CC=C(O)N1,3.71122,1.03715,0.83749,1.4072,75.86,-0.1817,0.0458,0.2275,1350.9403,0.147388,-439.120317,-439.111142,-439.110198,-439.154286,34.575
9681,102655,gdb_102656,CCC(CO)CC1CO1,2.0236,1.00331,0.71568,2.0073,82.72,-0.2603,0.0767,0.337,1631.6183,0.203743,-425.402078,-425.391309,-425.390365,-425.438873,38.485
9682,73451,gdb_73452,CC12COC3CC1C23O,2.28331,1.87768,1.55794,2.1089,74.3,-0.2281,0.0696,0.2978,970.2253,0.159748,-422.994899,-422.987004,-422.98606,-423.026658,31.607
9683,100672,gdb_100673,CCC(C)(C)C(C)OC,2.61262,0.9913,0.89485,1.0442,92.51,-0.2475,0.077,0.3245,1529.0933,0.248365,-390.694954,-390.682763,-390.681819,-390.732051,44.793
9684,32485,gdb_32486,CNc1coc(n1)C=O,6.67527,0.8724,0.77744,4.6868,75.95,-0.2158,-0.0704,0.1454,1402.092,0.112666,-453.977494,-453.969167,-453.968223,-454.010828,29.491
9685,59216,gdb_59217,CC(C)C1C2CC2C1=O,2.38296,1.43603,1.00465,3.0893,82.9,-0.2349,-0.0094,0.2255,1244.6921,0.181522,-387.09052,-387.081358,-387.080414,-387.124434,34.82
9686,103705,gdb_103706,CCC1(C)NC1(C)C#N,2.85691,1.1564,0.95109,3.2474,84.54,-0.26,0.0184,0.2783,1318.8652,0.180601,-383.276639,-383.266198,-383.265254,-383.311901,38.11
9687,78645,gdb_78646,CC12C3C1C(C3O)C2=O,2.96144,1.5052,1.159,3.5702,72.58,-0.2365,0.0051,0.2416,1064.6868,0.135018,-421.795893,-421.787854,-421.78691,-421.828215,30.942
9688,26104,gdb_26105,CC(C)(c1cocn1)O,3.21304,1.2236,1.09619,0.9074,72.93,-0.238,0.0071,0.2452,1162.7279,0.14656,-439.122124,-439.113212,-439.112268,-439.155647,33.37
9689,100503,gdb_100504,CC(=O)C(=O)C(O)CO,2.14435,1.37848,1.01515,1.364,65.49,-0.2561,-0.097,0.159,1209.4007,0.131843,-496.120338,-496.110026,-496.109082,-496.156898,35.59
9690,57466,gdb_57467,CC(C)(C)C1COC1=O,2.47567,1.34515,1.10296,3.916,77.55,-0.2696,0.0099,0.2795,1202.3323,0.180794,-424.264933,-424.255283,-424.254338,-424.299085,36.236
9691,59787,gdb_59788,CC(O)C1CCCCO1,3.00722,1.10072,0.97895,2.2417,81.91,-0.2499,0.0815,0.3314,1341.5762,0.206865,-425.446944,-425.437724,-425.43678,-425.480635,35.973
9692,22942,gdb_22943,ON=C1CCC1CC#C,2.27627,1.20358,0.82675,1.1993,81.7,-0.2424,0.0042,0.2466,1370.9584,0.14514,-401.861256,-401.851824,-401.85088,-401.896252,34.56
9693,123934,gdb_123935,C1COc2c(nno2)N1,3.55788,1.67795,1.18148,5.6243,64.17,-0.2193,-0.0263,0.193,959.3946,0.103136,-469.969147,-469.962482,-469.961538,-470.000189,25.765
9694,127800,gdb_127801,Cn1c(cnn1)NC=N,3.23166,1.30023,0.9327,6.9825,75.92,-0.2181,-0.0067,0.2114,1197.4077,0.125763,-430.243267,-430.234739,-430.233795,-430.277008,30.276
9695,91804,gdb_91805,CC1CC2CC2(O)C1C,2.46397,1.40876,1.1657,1.5087,84.2,-0.2353,0.0721,0.3074,1195.7919,0.205638,-388.291543,-388.282242,-388.281298,-388.325072,37.006
9696,64277,gdb_64278,CC1(O)CCC2CC2C1,2.7603,1.37418,1.22081,1.2186,84.32,-0.2534,0.0643,0.3177,1163.8515,0.206864,-388.300858,-388.292034,-388.29109,-388.333615,35.938
9697,19862,gdb_19863,C1C2C1C1OCOC21,4.15421,2.23692,1.94254,1.3635,62.63,-0.2551,0.0815,0.3366,733.6,0.132917,-383.702353,-383.69639,-383.695446,-383.732342,23.759
9698,123054,gdb_123055,COCCCC1COC1,6.3209,0.50411,0.48808,2.1844,83.43,-0.2428,0.0778,0.3206,2275.9899,0.204508,-425.392544,-425.382003,-425.381058,-425.430167,36.146
9699,616,gdb_617,CCC1CC1C,6.69746,2.14548,1.86009,0.117,64.01,-0.263,0.094,0.357,743.8195,0.165775,-235.694798,-235.687424,-235.686479,-235.72575,26.871
9700,88080,gdb_88081,CC1OC11CCC2CC12,3.30696,1.24134,1.13513,1.6755,82.22,-0.2503,0.0852,0.3355,1189.8218,0.183354,-387.082053,-387.073804,-387.07286,-387.114623,32.807
9701,126317,gdb_126318,CCc1cnn(c1)C=O,5.58467,0.85032,0.78335,4.7599,79.86,-0.2564,-0.046,0.2104,1456.6476,0.136592,-418.049927,-418.041458,-418.040513,-418.083974,30.288
9702,123520,gdb_123521,c1ccn2c(c1)ncn2,4.07056,1.77155,1.23435,3.0789,77.27,-0.2357,-0.0426,0.193,923.4342,0.106552,-395.804908,-395.799214,-395.79827,-395.834869,23.098
9703,73233,gdb_73234,NC12CNC1COC2=O,2.22763,1.93541,1.46091,4.7357,67.55,-0.2441,0.0077,0.2519,955.9936,0.138439,-455.154249,-455.1466,-455.145656,-455.18625,29.615
9704,47852,gdb_47853,C1COCC(=O)OC=N1,2.46584,1.72716,1.26234,2.2024,66.57,-0.2685,-0.0229,0.2456,998.9259,0.125161,-475.037898,-475.03029,-475.029346,-475.070268,28.473
9705,16225,gdb_16226,CC1=CCOC12CC2,2.79058,2.39771,1.46493,1.6048,75.24,-0.2059,0.0237,0.2296,896.7257,0.15324,-347.799717,-347.791996,-347.791052,-347.831665,29.441
9706,13490,gdb_13491,CC(O)C1COC1=N,3.12385,1.7474,1.44654,1.6882,64.99,-0.2675,0.0206,0.2881,926.0506,0.141994,-400.99931,-400.991215,-400.99027,-401.031936,29.843
9707,129462,gdb_129463,c1c(onn1)CC(=O)N,4.95518,0.9674,0.82466,6.248,63.97,-0.2643,-0.0332,0.2311,1288.272,0.100198,-470.017056,-470.008668,-470.007724,-470.051926,29.146
9708,5878,gdb_5879,CC(C)(COC=O)O,4.13315,1.05176,1.04785,3.5806,65.49,-0.2796,0.006,0.2856,1191.08,0.150008,-422.103913,-422.094261,-422.093317,-422.138704,33.998
9709,48691,gdb_48692,O=CC12CC1C(C2)C#N,2.88039,1.18828,0.98221,4.9984,75.38,-0.2622,-0.0363,0.2259,1194.8857,0.124114,-400.746662,-400.738659,-400.737715,-400.779676,29.574
9710,120053,gdb_120054,COCC1C2C3CC1C23,4.26204,0.9538,0.92002,0.7729,82.66,-0.245,0.0925,0.3375,1376.5224,0.183082,-387.022455,-387.01411,-387.013166,-387.056042,31.874
9711,9016,gdb_9017,C#CC(=NCC#N)N,5.39825,1.16338,1.0532,3.0173,68.79,-0.2588,-0.0366,0.2223,1070.9708,0.094165,-357.618596,-357.610262,-357.609318,-357.651575,29.55
9712,57511,gdb_57512,CC(C)(C)CC(=O)C=O,2.69268,0.97887,0.8582,1.0188,79.61,-0.249,-0.0947,0.1542,1447.1455,0.177789,-424.258286,-424.24756,-424.246616,-424.294481,38.741
9713,129632,gdb_129633,C(CO)c1c(nn[nH]1)N,3.22295,1.00883,0.81467,3.5235,71.21,-0.209,0.007,0.216,1365.2532,0.137294,-451.31666,-451.307578,-451.306633,-451.351429,32.36
9714,7696,gdb_7697,CC1(O)CC2CC1C2,3.34429,2.02521,1.82848,1.2692,73.91,-0.2545,0.0764,0.3309,846.0672,0.178632,-348.999487,-348.992229,-348.991285,-349.030175,30.18
9715,94399,gdb_94400,CC1CCC11NCC1=O,2.53057,1.44163,1.20143,2.4634,79.63,-0.2358,-0.0224,0.2134,1135.6062,0.170531,-403.137021,-403.128171,-403.127227,-403.170674,33.36
9716,102231,gdb_102232,CC(=O)CC(CO)C#C,2.19469,1.11897,0.77067,4.286,78.82,-0.2464,-0.0351,0.2113,1464.6629,0.155593,-423.011799,-423.001457,-423.000513,-423.047856,36.957
9717,17411,gdb_17412,OC1CC11CC2CC12,4.16506,1.55761,1.50943,1.4954,71.84,-0.231,0.0733,0.3043,919.3948,0.153899,-347.748906,-347.74159,-347.740646,-347.780161,29.016
9718,60633,gdb_60634,[NH3+]C(C1CC1O)C([O-])=O,2.51006,1.3433,1.03208,5.6144,67.85,-0.2273,0.0012,0.2286,1175.7477,0.148129,-476.233515,-476.22482,-476.223876,-476.267355,32.923
9719,40001,gdb_40002,C1CC11CN2CC(C2)O1,3.4422,1.49892,1.39234,0.3201,78.47,-0.2111,0.0894,0.3005,1014.3267,0.173097,-403.09093,-403.08378,-403.082835,-403.122201,29.991
9720,70659,gdb_70660,CC12CC1CCC2C=O,2.40934,1.45138,1.09022,2.8929,82.66,-0.2404,-0.0176,0.2228,1182.9385,0.182609,-387.110884,-387.102075,-387.101131,-387.144637,33.678
9721,77461,gdb_77462,CC12CC(O)C1(C)C2O,2.3539,1.41316,1.16881,0.7929,79.21,-0.2344,0.0628,0.2972,1167.866,0.179977,-424.197847,-424.187861,-424.186917,-424.23189,37.77
9722,21097,gdb_21098,Cn1nc(nn1)C=O,7.51774,1.34345,1.14807,5.4483,59.57,-0.2701,-0.0713,0.1988,962.5145,0.084221,-410.831464,-410.82444,-410.823496,-410.863369,23.506
9723,113219,gdb_113220,CCC1NC1(C)C1CN1,3.21454,0.95759,0.83501,1.5638,86.29,-0.2407,0.0637,0.3044,1495.6573,0.205488,-384.424213,-384.414163,-384.413219,-384.459376,37.499
9724,64430,gdb_64431,CC1(CN=COCO1)C,2.65272,1.49365,1.23863,1.588,75.64,-0.2446,0.0088,0.2534,1096.7496,0.170857,-440.291981,-440.283137,-440.282193,-440.325118,33.852
9725,86050,gdb_86051,CN1CC(C1)(CC=O)O,3.55592,0.97487,0.94729,3.2438,76.5,-0.2101,-0.0379,0.1723,1341.0383,0.168249,-440.266461,-440.256967,-440.256022,-440.300979,35.015
9726,124075,gdb_124076,c1nc(on1)C2COC2,5.02078,1.05315,0.99696,1.6587,66.53,-0.2635,-0.0357,0.2278,1168.5285,0.114392,-453.918555,-453.911303,-453.910359,-453.951794,25.567
9727,56632,gdb_56633,CC(C#N)C1(C)CC1C,1.9938,1.35554,1.11219,3.8504,86.11,-0.2772,0.0369,0.3141,1264.6667,0.192525,-367.229359,-367.218969,-367.218024,-367.264423,38.448
9728,59147,gdb_59148,CC(O)C1C2C3CC3N12,3.18676,1.30799,1.15329,1.4905,78.05,-0.223,0.0547,0.2778,1146.9972,0.169909,-403.041508,-403.032711,-403.031766,-403.074981,33.865
9729,44865,gdb_44866,O=C1OC2CC1C1NC21,3.46356,1.6614,1.5274,3.6795,66.38,-0.2525,0.0111,0.2636,887.815,0.128364,-437.898302,-437.892273,-437.891329,-437.928563,25.3
9730,22552,gdb_22553,CC(=NO)C1(CC1)C#N,2.60962,1.24933,0.95485,3.7291,76.89,-0.2529,-0.0105,0.2424,1231.3379,0.133798,-417.972653,-417.963066,-417.962122,-418.008267,34.227
9731,13284,gdb_13285,COCCC1CCC1,6.83147,0.77449,0.72936,1.0208,79.84,-0.2496,0.0877,0.3373,1612.2349,0.199995,-350.185942,-350.176683,-350.175739,-350.220669,33.076
9732,81211,gdb_81212,OC1C2OC11CC(=O)C21,3.35277,1.37463,1.29529,1.394,66.86,-0.2549,-0.0461,0.2088,990.4888,0.110622,-457.622606,-457.615464,-457.61452,-457.65406,28.493
9733,108810,gdb_108811,COC1=NC(C)C(=N)N1,3.31281,1.18108,0.91531,3.1478,75.97,-0.2261,0.0168,0.2429,1280.9357,0.147997,-435.301162,-435.291982,-435.291038,-435.33533,33.109
9734,74492,gdb_74493,CC1=CC2(CO2)CCC1,2.74111,1.32607,0.99043,2.0693,86.98,-0.2317,0.0147,0.2464,1260.8589,0.183199,-387.101399,-387.092893,-387.091949,-387.134292,33.426
9735,101898,gdb_101899,CCC(O)CCOC=O,5.54268,0.52729,0.51002,3.9775,77.54,-0.2742,0.0106,0.2849,2154.5483,0.179606,-461.388826,-461.377914,-461.37697,-461.426604,37.587
9736,41631,gdb_41632,C1OC2C1CC1COC21,2.79156,1.82043,1.47858,3.3302,72.78,-0.2372,0.0483,0.2855,949.9049,0.162104,-422.989162,-422.982153,-422.981209,-423.021083,27.57
9737,44730,gdb_44731,O=C1OC2CC(C#C)C12,2.46699,1.72751,1.20884,4.107,70.25,-0.2685,0.0009,0.2695,1010.4106,0.112117,-420.598364,-420.590793,-420.589849,-420.630839,28.632
9738,28465,gdb_28466,Cc1cc(c(nc1)O)C,3.04637,1.34363,0.94324,1.2349,83.76,-0.2196,-0.0132,0.2064,1238.6674,0.148361,-402.037415,-402.02873,-402.027786,-402.070927,32.287
9739,30201,gdb_30202,CC1CC2=COC(=N)N12,2.67415,1.75067,1.17927,3.7783,75.93,-0.1887,0.0257,0.2144,1042.4938,0.137018,-417.997473,-417.989694,-417.98875,-418.029956,29.831
9740,115603,gdb_115604,COC1CCC1(C)CO,2.7434,1.03115,0.9351,1.4075,82.19,-0.2432,0.0712,0.3144,1401.0598,0.203617,-425.404227,-425.393649,-425.392705,-425.439843,38.701
9741,45597,gdb_45598,O=C1NC2COCCC12,2.89674,1.49695,1.17503,2.5035,71.26,-0.2499,0.0251,0.275,1059.5737,0.15048,-439.108804,-439.101262,-439.100317,-439.141254,29.065
9742,123785,gdb_123786,c1cn[nH]c1NC2CC2,5.2198,0.97031,0.84756,3.8284,79.21,-0.1943,0.0465,0.2407,1346.8384,0.150404,-398.125129,-398.117117,-398.116173,-398.158371,30.512
9743,26478,gdb_26479,CC1(CN1)C1=CN=CN1,3.6413,1.25652,1.03662,3.9271,78.31,-0.2103,0.0341,0.2444,1165.2658,0.150211,-398.147146,-398.139199,-398.138255,-398.179848,30.512
9744,68568,gdb_68569,CC12CC(C=C1)N=CO2,2.80498,1.93673,1.58306,2.1434,74.91,-0.2416,-0.0024,0.2392,911.2502,0.150126,-401.969019,-401.96207,-401.961125,-401.999744,28.965
9745,59135,gdb_59136,CC(O)C1C2C3CC2N13,4.15061,1.10734,1.01531,2.6448,79.75,-0.2261,0.0732,0.2994,1239.8148,0.170394,-403.042506,-403.034197,-403.033253,-403.075521,32.289
9746,15905,gdb_15906,CCC1C(C)OC1C,2.48814,1.7584,1.2087,1.6127,78.02,-0.2372,0.0805,0.3177,1109.1288,0.198967,-350.203087,-350.193643,-350.192699,-350.237542,34.723
9747,12884,gdb_12885,CC1C2COCC12C,2.59028,2.20532,1.716,1.5467,74.53,-0.2421,0.0855,0.3276,896.0114,0.177733,-349.004902,-348.996883,-348.995939,-349.036647,30.831
9748,73594,gdb_73595,CC12CCCN1C2C#C,2.32932,1.59907,1.30439,1.3202,85.24,-0.2225,0.0331,0.2556,1091.2659,0.170859,-365.971738,-365.963009,-365.962064,-366.00462,34.049
9749,101036,gdb_101037,COC(C)C1(CO)CC1,1.98104,1.30834,1.00772,0.9117,82.43,-0.245,0.0761,0.3211,1338.2194,0.203323,-425.397076,-425.386261,-425.385317,-425.433194,39.46
9750,60824,gdb_60825,CC(C=O)C(O)C1CN1,2.70696,0.92389,0.87403,2.0316,75.95,-0.243,-0.0232,0.2199,1431.0748,0.168463,-440.25772,-440.247363,-440.246418,-440.294451,36.336
9751,17758,gdb_17759,CC12C3C4N3C1C24C,2.94834,2.67863,1.81855,2.2298,71.15,-0.2031,0.0696,0.2727,793.7099,0.141222,-326.611821,-326.604666,-326.603721,-326.642674,27.853
9752,119024,gdb_119025,COCC1(CC1)CC#N,1.8288,1.31905,0.88679,3.6145,79.95,-0.2644,0.0348,0.2992,1377.3798,0.169494,-403.142147,-403.132237,-403.131293,-403.177859,35.275
9753,91990,gdb_91991,OC1CC2CN2C1C#C,2.70205,1.57703,1.25526,2.8881,76.99,-0.231,0.0494,0.2803,1042.9343,0.147604,-401.885391,-401.877165,-401.876221,-401.91782,32.254
9754,51252,gdb_51253,O=CCC1=CC2CC1O2,4.30816,0.95867,0.93259,1.1612,74.22,-0.2347,-0.0332,0.2014,1276.1775,0.135298,-421.78201,-421.774198,-421.773253,-421.815684,29.014
9755,45333,gdb_45334,N=C1NCC2CC(=O)N12,2.53372,1.88488,1.18278,6.043,71.68,-0.2421,-0.0017,0.2404,1006.892,0.127129,-434.094544,-434.087306,-434.086362,-434.126434,27.892
9756,5792,gdb_5793,C1OC1C1=COC=C1,6.20393,1.39734,1.22733,1.9337,63.22,-0.2248,0.0129,0.2377,944.0822,0.108259,-382.538018,-382.531514,-382.530569,-382.569229,24.075
9757,2310,gdb_2311,CC1NC1CC#C,7.32576,1.38355,1.26267,1.735,66.96,-0.2443,0.0584,0.3027,956.9746,0.13545,-288.582662,-288.574811,-288.573867,-288.61485,28.362
9758,16228,gdb_16229,CC1N=COC11CC1,3.0769,2.28322,1.55977,1.6245,68.27,-0.2352,0.0235,0.2587,850.452,0.142796,-363.865667,-363.858406,-363.857461,-363.897399,27.759
9759,42790,gdb_42791,O=C1C2CC1C(=O)NC2,2.5202,1.68817,1.42712,4.4744,69.51,-0.246,-0.0257,0.2203,957.6107,0.126843,-437.931683,-437.924547,-437.923603,-437.963341,27.709
9760,108921,gdb_108922,CC12OC1CC(CO)=C2,3.31861,1.09591,0.9179,1.0504,77.17,-0.2366,0.0049,0.2415,1308.3581,0.158149,-423.018506,-423.009737,-423.008793,-423.051845,33.367
9761,9833,gdb_9834,COC(=O)C1(C)CO1,3.93514,1.55821,1.22342,2.8304,61.95,-0.2668,-0.0044,0.2623,995.4059,0.127973,-420.887579,-420.878917,-420.877972,-420.921303,30.119
9762,126841,gdb_126842,CCn1nc(nn1)NC,5.11517,0.91998,0.82452,2.4546,76.88,-0.2159,-0.0087,0.2072,1436.7502,0.148814,-431.439765,-431.430597,-431.429653,-431.474571,32.028
9763,112525,gdb_112526,COC1CC(C#C)C1O,2.11049,1.36319,1.23335,2.5227,77.51,-0.242,0.0469,0.2889,1165.5603,0.156795,-422.966018,-422.956386,-422.955442,-423.000545,35.484
9764,95341,gdb_95342,CC1CCC2CCC2O1,2.80096,1.41424,1.09646,1.1665,85.71,-0.2363,0.0836,0.3199,1209.4439,0.207744,-388.300273,-388.291922,-388.290978,-388.332819,33.667
9765,58551,gdb_58552,CC(O)C1(O)COC1=O,2.1354,1.46011,1.44279,2.253,63.64,-0.2687,-0.0127,0.256,1044.0452,0.133467,-496.116551,-496.107164,-496.10622,-496.150677,34.079
9766,76203,gdb_76204,CC1(C2(N1C)COC2)C,2.24875,1.38701,1.1937,2.0736,82.9,-0.2252,0.0672,0.2924,1201.9436,0.191644,-404.300636,-404.290614,-404.289669,-404.335016,37.13
9767,52803,gdb_52804,CC#CC1(O)CC1C#N,1.92735,1.29055,0.86332,3.1785,79.63,-0.2487,0.0135,0.2622,1351.1506,0.121621,-400.722608,-400.712846,-400.711902,-400.758999,34.113
9768,45892,gdb_45893,O=C1OC=NCC2CN12,2.45204,2.10612,1.2819,3.1236,66.16,-0.2717,-0.0151,0.2566,939.1169,0.11452,-453.95394,-453.946929,-453.945985,-453.98553,26.623
9769,9908,gdb_9909,CCCCC1(CC1)C,4.42444,0.86601,0.82125,0.121,85.98,-0.261,0.0853,0.3464,1545.8305,0.22244,-314.273441,-314.263527,-314.262583,-314.308312,36.824
9770,109410,gdb_109411,CCN1C(=O)C2CC12C,1.92726,1.71146,1.19639,3.9212,80.15,-0.2276,0.0208,0.2483,1152.1381,0.169826,-403.153143,-403.143848,-403.142904,-403.187409,34.448
9771,56511,gdb_56512,CC(C)(C#C)C(O)C#N,2.59515,1.23743,1.05577,2.8468,77.87,-0.2754,0.0059,0.2812,1195.421,0.143701,-401.924803,-401.914426,-401.913481,-401.959556,37.978
9772,7791,gdb_7792,CC1CCOC(=O)N1,3.31393,1.85851,1.27082,5.362,65.24,-0.2496,0.0546,0.3042,953.1751,0.144065,-401.058379,-401.05082,-401.049876,-401.090447,28.235
9773,31604,gdb_31605,CCc1cc(cn1C)O,2.81707,1.16332,0.88576,1.9281,83.85,-0.1773,0.0447,0.222,1352.9224,0.170325,-403.18378,-403.173868,-403.172923,-403.218836,35.96
9774,63841,gdb_63842,CC1(O)CN2CC(=O)C12,2.68338,1.49846,1.21129,2.9633,71.82,-0.2313,-0.0334,0.1979,1067.3831,0.145438,-439.051407,-439.042796,-439.041852,-439.084792,32.705
9775,98720,gdb_98721,COC(=O)N1CC1C#C,2.89551,1.19201,0.99911,2.3736,72.66,-0.2547,0.0171,0.2718,1219.6551,0.12187,-437.852193,-437.842889,-437.841945,-437.886998,32.549
9776,12119,gdb_12120,CC1(CO1)C1(O)CC1,3.01228,1.90523,1.60242,1.5307,67.02,-0.2549,0.0687,0.3236,891.1308,0.151374,-384.904672,-384.896246,-384.895302,-384.937141,32.05
